Record ID,Case ID,Landlord Name,Landlord Type,Decision Date,Category,Complaint Description,Finding Outcome,Source Decision ID
216,202516122,GreenSquareAccord Limited,Housing Association,26 February 2026,Complaint Handling,The handling of the complaint,Reasonable Redress,94
217,202328635,Home Group Limited,Housing Association,26 February 2026,Complaint Handling,The landlord’s handling of repairs following a fire at the resident’s property,Maladministration,95
218,202328635,Home Group Limited,Housing Association,26 February 2026,Complaint Handling,The handling of the complaint,Maladministration,95
219,202316664,Kirklees Metropolitan Borough Council,Local Authority,26 February 2026,Complaint Handling,Handling of the resident’s temporary move and the repairs carried out during major works to the property,Maladministration,97
220,202316664,Kirklees Metropolitan Borough Council,Local Authority,26 February 2026,Complaint Handling,The handling of the complaint,Maladministration,97
221,202442332,Legal and General Affordable Homes Limited,For profit,26 February 2026,Damp & Mould,The landlord’s handling of reports of damp and mould,Reasonable Redress,98
222,202442332,Legal and General Affordable Homes Limited,For profit,26 February 2026,Complaint Handling,Complaint handling,Service Failure,98
223,202338791,LiveWest Homes Limited,Housing Association,26 February 2026,Damp & Mould,The landlord’s handling of the resident’s reports of damp and mould,Maladministration,99
224,202338791,LiveWest Homes Limited,Housing Association,26 February 2026,Complaint Handling,The landlord’s handling of the resident’s reports of problems with her kitchen and the attached outbuilding,Maladministration,99
225,202338791,LiveWest Homes Limited,Housing Association,26 February 2026,Complaint Handling,The handling of the complaint,Reasonable Redress,99
226,202501043,London Borough of Lewisham,Local Authority / ALMO or TMO,26 February 2026,Complaint Handling,The landlord’s handling of leaks into the bathroom.,Service Failure,100
227,202501043,London Borough of Lewisham,Local Authority / ALMO or TMO,26 February 2026,Complaint Handling,The landlord’s complaint handling,No Maladministration,100
228,202342591,London Borough of Wandsworth,Local Authority / ALMO or TMO,26 February 2026,Estate Management,Cleaning,Service Failure,101
229,202342591,London Borough of Wandsworth,Local Authority / ALMO or TMO,26 February 2026,Complaint Handling,The landlord’s handling of the complaint,Service Failure,101
230,202424079,My Space Housing Solutions,Housing Association,26 February 2026,Anti-Social Behaviour (ASB),R eports of ASB by neighbours,Reasonable Redress,103
231,202424079,My Space Housing Solutions,Housing Association,26 February 2026,Complaint Handling,The handling of the complaint,Reasonable Redress,103
232,202339021,Notting Hill Genesis,Housing Association,26 February 2026,Repairs & Maintenance,Repair reports concerning the balcony drainage,Maladministration,105
233,202339021,Notting Hill Genesis,Housing Association,26 February 2026,Complaint Handling,The handling of the complaint,Reasonable Redress,105
234,202347192,Notting Hill Genesis,Housing Association,27 February 2026,Complaint Handling,The landlord’s handling of reports of uneven floor ing,Maladministration,107
235,202347192,Notting Hill Genesis,Housing Association,27 February 2026,Complaint Handling,The handling of the complaint,Reasonable Redress,107
236,202424882,Notting Hill Genesis,Housing Association,26 February 2026,Estate Management,Communal light repair,Maladministration,108
237,202424882,Notting Hill Genesis,Housing Association,26 February 2026,Estate Management,Communal door repair,Service Failure,108
238,202424882,Notting Hill Genesis,Housing Association,26 February 2026,Leaks & Water Ingress,Reports of a leak,Maladministration,108
239,202424882,Notting Hill Genesis,Housing Association,26 February 2026,Other,Communication from a housing officer,Service Failure,108
240,202424882,Notting Hill Genesis,Housing Association,26 February 2026,Repairs & Maintenance,Window repair,Maladministration,108
241,202424882,Notting Hill Genesis,Housing Association,26 February 2026,Repairs & Maintenance,Drain repair,Reasonable Redress,108
242,202424882,Notting Hill Genesis,Housing Association,26 February 2026,Complaint Handling,The handling of the complaint,Reasonable Redress,108
243,202406088,Places for People Group Limited,Housing Association,26 February 2026,Other,The landlord’s management of the resident’s building and estate,Maladministration,109
244,202406088,Places for People Group Limited,Housing Association,26 February 2026,Complaint Handling,The landlord’s complaint handling,Maladministration,109
245,202524778,Royal Borough of Kingston Upon Thames,Local Authority / ALMO or TMO,26 February 2026,Damp & Mould,T he landlord’s handling of the resident’s reports of damp and mould.,Maladministration,110
246,202524778,Royal Borough of Kingston Upon Thames,Local Authority / ALMO or TMO,26 February 2026,Complaint Handling,The handling of the complaint,Maladministration,110
247,202301971,Sanctuary Housing Association,Housing Association,26 February 2026,Complaint Handling,The landlord’s handling of the resident’s request to have the warden charge removed from her service charges,Service Failure,111
248,202301971,Sanctuary Housing Association,Housing Association,26 February 2026,Estate Management,The landlord’s handling of the resident’s reported communal door repairs,Reasonable Redress,111
249,202301971,Sanctuary Housing Association,Housing Association,26 February 2026,Rent & Service Charges,The landlord’s handling of the resident’s concern about its rent increase,Outside Jurisdiction,111
250,202301971,Sanctuary Housing Association,Housing Association,26 February 2026,Complaint Handling,The landlord’s handling of the complaint,Service Failure,111
251,202318574,Southern Housing,Housing Association,26 February 2026,Complaint Handling,T he landlords handling of repairs to streetlamps,Maladministration,112
252,202318574,Southern Housing,Housing Association,26 February 2026,Complaint Handling,The handling of the complaint,Reasonable Redress,112
253,202425084,Southwark Council,Local Authority / ALMO or TMO,26 February 2026,Leaks & Water Ingress,Reports of a leak from the bathroom and subsequent repairs,Maladministration,113
254,202425084,Southwark Council,Local Authority / ALMO or TMO,26 February 2026,Other,Repairs to the external doors and windows,Service Failure,113
255,202425084,Southwark Council,Local Authority / ALMO or TMO,26 February 2026,Complaint Handling,The handling of the complaint,Service Failure,113
256,202447867,Stoke on Trent City Council,Local Authority / ALMO or TMO,26 February 2026,Damp & Mould,The landlord’s response to the resident’s reports of missing cavity wall insulation and related damp and mould repairs,Reasonable Redress,114
257,202447867,Stoke on Trent City Council,Local Authority / ALMO or TMO,26 February 2026,Complaint Handling,Complaint handling,Service Failure,114
258,202333164,Winchester City Council,Local Authority / ALMO or TMO,26 February 2026,Estate Management,The landlord’s handling of the resident’s removal of personal items in the communal garden,No Maladministration,115
259,202333164,Winchester City Council,Local Authority / ALMO or TMO,26 February 2026,Other,,No Maladministration,115
260,202338174,Yorkshire Housing Limited,Housing Association,26 February 2026,Rent & Service Charges,The landlord’s handling of the rent account,Outside Jurisdiction,116
261,202338174,Yorkshire Housing Limited,Housing Association,26 February 2026,Complaint Handling,The landlord’s handling of the move,Outside Jurisdiction,116
262,202338174,Yorkshire Housing Limited,Housing Association,26 February 2026,Rent & Service Charges,The landlord’s handling of communication with the resident regarding the rent account .,No Maladministration,116
263,202338174,Yorkshire Housing Limited,Housing Association,26 February 2026,Complaint Handling,The handling of the complaint,No Maladministration,116
264,202335942,Clarion Housing Association Limited,Housing Association,25 February 2026,Anti-Social Behaviour (ASB),The landlord ’ s handling of the resident ’ s reports of antisocial behaviour,Reasonable Redress,117
265,202335942,Clarion Housing Association Limited,Housing Association,25 February 2026,Complaint Handling,The handling of the complaint,Reasonable Redress,117
266,202421861,Hinckley and Bosworth Borough Council,Local Authority / ALMO or TMO,25 February 2026,Complaint Handling,The landlord’s handling of a regeneration project and property move,Maladministration,118
267,202421861,Hinckley and Bosworth Borough Council,Local Authority / ALMO or TMO,25 February 2026,Complaint Handling,The landlord’s handling of concerns about the property condition,Maladministration,118
268,202421861,Hinckley and Bosworth Borough Council,Local Authority / ALMO or TMO,25 February 2026,Complaint Handling,The handling of the complaint,Maladministration,118
269,202451015,Hyde Housing Association Limited,Housing Association,25 February 2026,Complaint Handling,The handling of the pests and associated repairs,Reasonable Redress,119
270,202451015,Hyde Housing Association Limited,Housing Association,25 February 2026,Complaint Handling,The handling of the complaint,Reasonable Redress,119
271,202509357,Hyde Housing Association Limited,Housing Association,25 February 2026,Complaint Handling,The handling of the pests and associated repairs,Maladministration,120
272,202509357,Hyde Housing Association Limited,Housing Association,25 February 2026,Complaint Handling,The handling of the complaint,Service Failure,120
273,202332218,London & Quadrant Housing Trust,Housing Association,25 February 2026,Damp & Mould,The landlord’s handling of the resident’s reports of damp and mould and the associated repairs.,Maladministration,121
274,202332218,London & Quadrant Housing Trust,Housing Association,25 February 2026,Complaint Handling,The handling of the complaint,Reasonable Redress,121
